Model,RUTX09

Iteration nr.,Module name,Register name,Register number,Modbus value,Router value,Result,,CPU usage,Used RAM,Used RAM difference
514,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.8974053949386995%,79400960,61440
515,ModuleGPS,GPS speed,179,0,0,Passed,,0.8976256029905594%,79384576,-16384
516,ModuleGPS,GPS satellite count,181,0,0,Passed,,0.8978199204978332%,79331328,-53248
517,ModuleGPS,GPS accuracy,183,0,0,Passed,,0.8979872552019708%,79372288,40960
518,ModuleSystem,System uptime,1,8216,8216,Passed,,0.8980168146465073%,79269888,-102400
519,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-77,-77,Passed,,0.8982581705982096%,79335424,65536
520,ModuleSystem,System temperature (in 0.1 °C),5,390,390,Passed,,0.8984414597834056%,79273984,-61440
521,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.8985421932258042%,79335424,61440
522,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.8987713605896785%,79273984,-61440
523,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.8989716355580435%,79216640,-57344
524,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.8991974940197545%,79220736,4096
525,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.8993908908088377%,79294464,73728
526,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.8996249705386372%,79269888,-24576
527,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,0.9002974941195729%,79360000,90112
528,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.9006478901444015%,79265792,-94208
529,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.9009952247283626%,79335424,69632
530,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.9012215296896997%,79220736,-114688
531,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.9014731039871271%,79147008,-73728
532,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.9017238227401303%,79155200,8192
533,ModuleMobile,Mobile data received today (SIM1),185,11991598,47921710,Failed,,0.9019286495790646%,79179776,24576
534,ModuleMobile,Mobile data sent today (SIM1),187,5559324,5559324,Passed,,0.9021573832949659%,79253504,73728
535,ModuleMobile,Mobile data received this week (SIM1),189,713540164,1427063364,Failed,,0.9022326932701774%,79241216,-12288
536,ModuleMobile,Mobile data sent this week (SIM1),191,118935279,118935279,Passed,,0.9024567318505428%,79212544,-28672
537,ModuleMobile,Mobile data received this month (SIM1),193,1396875003,1396875003,Passed,,0.9026257871807442%,79224832,12288
538,ModuleMobile,Mobile data sent this month (SIM1),195,112430740,112430740,Passed,,0.9027648719091896%,79245312,20480
539,ModuleMobile,Mobile data received last 24h (SIM1),197,11991598,47921710,Failed,,0.9029641576021818%,79163392,-81920
540,ModuleMobile,Mobile data sent last 24h (SIM1),199,5559324,5559324,Passed,,0.9031667442268576%,79187968,24576
541,ModuleMobile,Active SIM card,205,1,1,Passed,,0.9033377081776428%,79224832,36864
542,ModuleMobile,Mobile data received last week (SIM1),292,1429335297,1429335297,Passed,,0.9035105974600777%,79060992,-163840
543,ModuleMobile,Mobile data sent last week (SIM1),294,121102429,121102429,Passed,,0.9035897338877552%,79183872,122880
544,ModuleMobile,Mobile data received last month (SIM1),296,1440582193,1440582193,Passed,,0.9038161975946091%,79171584,-12288
545,ModuleMobile,Mobile data sent last month (SIM1),298,32089207,128328823,Failed,,0.903960491205269%,79212544,40960
546,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,0.9041009199982075%,79241216,28672
547,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,0.9042724094697752%,79175680,-65536
548,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,0.9044367194839587%,79122432,-53248
549,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,0.9046029547271406%,79273984,151552
550,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,0.9047486105962399%,79253504,-20480
551,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,0.9048832206983826%,79142912,-110592
552,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,0.9050214150467362%,79151104,8192
553,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,0.9052425721202573%,79147008,-4096
554,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,0.9053843459668975%,79081472,-65536
555,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,0.9054842815494735%,78782464,-299008
556,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,0.9056818133283184%,78848000,65536
557,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,0.9059389705377674%,78606336,-241664
558,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,0.9060921595359206%,78663680,57344
559,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,0.9062827550946895%,78684160,20480
560,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.9063832097795266%,78811136,126976
561,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.9065141635593355%,78802944,-8192
562,ModuleGPS,GPS speed,179,0,0,Passed,,0.9066772736479156%,78909440,106496
563,ModuleGPS,GPS satellite count,181,0,0,Passed,,0.906876688135505%,78786560,-122880
564,ModuleGPS,GPS accuracy,183,0,0,Passed,,0.9070491908786948%,78675968,-110592
565,ModuleSystem,System uptime,1,8226,8226,Passed,,0.9071609445941098%,78721024,45056
566,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-77,-77,Passed,,0.9074293932711419%,78741504,20480
567,ModuleSystem,System temperature (in 0.1 °C),5,390,400,Passed,,0.9075701793490931%,78741504,0
568,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.9077747672094794%,78770176,28672
569,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.9080273213163514%,78790656,20480
570,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.9082186054467534%,78766080,-24576
571,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.9084439707005121%,78843904,77824
572,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.9086111186487389%,78745600,-98304
573,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.9088300942916128%,78733312,-12288
574,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,0.9094412260917673%,78999552,266240
575,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.9097610227319808%,78946304,-53248
576,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.9101035023255544%,78929920,-16384
577,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.9103212414385942%,78852096,-77824
578,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.9106952360632747%,78929920,77824
579,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.9110650223019379%,78811136,-118784
580,ModuleMobile,Mobile data received today (SIM1),185,3037544,48564584,Failed,,0.9111638833251834%,78868480,57344
581,ModuleMobile,Mobile data sent today (SIM1),187,2814065,5599345,Failed,,0.911396031366285%,78970880,102400
582,ModuleMobile,Mobile data received this week (SIM1),189,178467198,1427706238,Failed,,0.9115647212171063%,78884864,-86016
583,ModuleMobile,Mobile data sent this week (SIM1),191,59501380,118975300,Failed,,0.9118159399566728%,78987264,102400
584,ModuleMobile,Mobile data received this month (SIM1),193,698773045,1397517877,Failed,,0.91200842069592%,78901248,-86016
585,ModuleMobile,Mobile data sent this month (SIM1),195,28125929,112470761,Failed,,0.9122377602132636%,79028224,126976
586,ModuleMobile,Mobile data received last 24h (SIM1),197,3037544,48564584,Failed,,0.9125490579681705%,78991360,-36864
587,ModuleMobile,Mobile data sent last 24h (SIM1),199,2814065,5599345,Failed,,0.912747628465127%,78950400,-40960
588,ModuleMobile,Active SIM card,205,1,1,Passed,,0.9129431324188086%,78946304,-4096
589,ModuleMobile,Mobile data received last week (SIM1),292,1429978171,1429978171,Passed,,0.9130558391968635%,78880768,-65536
590,ModuleMobile,Mobile data sent last week (SIM1),294,60587186,121142450,Failed,,0.9132549489941133%,78991360,110592
591,ModuleMobile,Mobile data received last month (SIM1),296,720623979,1441225067,Failed,,0.9134523825847451%,78901248,-90112
592,ModuleMobile,Mobile data sent last month (SIM1),298,128368844,128368844,Passed,,0.913645633468585%,78938112,36864
593,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,0.9138156457450752%,78872576,-65536
594,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,0.9140396292044217%,78958592,86016
595,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,0.9141694126178157%,79052800,94208
596,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,0.9144280247068926%,79048704,-4096
597,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,0.9145921611783181%,78938112,-110592
598,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,0.9147205294801175%,79020032,81920
599,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,0.9149131668772847%,79065088,45056
600,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,0.9151393272892716%,79106048,40960
601,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,0.9153378030917869%,78991360,-114688
602,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,0.9154639099883677%,79040512,49152
603,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,0.9155352198058297%,79028224,-12288
604,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,0.9157591171524038%,79073280,45056
605,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,0.915968774816367%,78983168,-90112
606,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,0.9162133422520924%,78901248,-81920
607,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.9164397168348382%,79118336,217088
608,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.9165990225745935%,79024128,-94208
609,ModuleGPS,GPS speed,179,0,0,Passed,,0.9167010336910586%,79122432,98304
610,ModuleGPS,GPS satellite count,181,0,0,Passed,,0.9168368489101519%,79052800,-69632
611,ModuleGPS,GPS accuracy,183,0,0,Passed,,0.9170313390868712%,79142912,90112
612,ModuleSystem,System uptime,1,8239,8239,Passed,,0.9170808477645842%,79077376,-65536
613,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-77,-77,Passed,,0.9175052262474059%,79007744,-69632
614,ModuleSystem,System temperature (in 0.1 °C),5,380,380,Passed,,0.9176842943130481%,79048704,40960
615,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.9178831927865283%,79077376,28672
616,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.918047722038895%,79187968,110592
617,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.9182097285288959%,79204352,16384
618,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.9184063702319833%,79224832,20480
619,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.9185652856065429%,79204352,-20480
620,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.9187244724755628%,79060992,-143360
621,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,0.919496068783654%,79126528,65536
622,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.9198062303287347%,78950400,-176128
623,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.920121956416653%,79155200,204800
624,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.9205532390123672%,78983168,-172032
625,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.9208744944397496%,79052800,69632
626,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.9212160612017573%,79036416,-16384
627,ModuleMobile,Mobile data received today (SIM1),185,24305119,48586207,Failed,,0.9214435583863922%,79101952,65536
628,ModuleMobile,Mobile data sent today (SIM1),187,5611029,5611029,Passed,,0.9215769401551666%,79065088,-36864
629,ModuleMobile,Mobile data received this week (SIM1),189,713876981,1427727861,Failed,,0.9217407500286101%,79101952,36864
630,ModuleMobile,Mobile data sent this week (SIM1),191,118986984,118986984,Passed,,0.9219888372885676%,79175680,73728
631,ModuleMobile,Mobile data received this month (SIM1),193,1397539500,1397539500,Passed,,0.9220853126721273%,79134720,-40960
632,ModuleMobile,Mobile data sent this month (SIM1),195,56252557,112482445,Failed,,0.9222510643348225%,79147008,12288
633,ModuleMobile,Mobile data received last 24h (SIM1),197,24305119,48586207,Failed,,0.9224151257578805%,79175680,28672
634,ModuleMobile,Mobile data sent last 24h (SIM1),199,5611029,5611029,Passed,,0.9225174782615309%,79106048,-69632
635,ModuleMobile,Active SIM card,205,1,1,Passed,,0.9226533442189822%,79122432,16384
636,ModuleMobile,Mobile data received last week (SIM1),292,178753714,1429999794,Failed,,0.9228266545274422%,79273984,151552
637,ModuleMobile,Mobile data sent last week (SIM1),294,121154134,121154134,Passed,,0.9229974336332214%,79171584,-102400
638,ModuleMobile,Mobile data received last month (SIM1),296,1441246690,1441246690,Passed,,0.9231710174385843%,79278080,106496
639,ModuleMobile,Mobile data sent last month (SIM1),298,128380528,128380528,Passed,,0.9233403835217313%,79089664,-188416
640,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,0.9235384863486629%,79233024,143360
641,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,0.923712620035777%,79171584,-61440
642,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,0.9239433877011427%,79220736,49152
643,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,0.9241493462829209%,79245312,24576
644,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,0.9243198130122865%,79278080,32768
645,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,0.9244953384258459%,79294464,16384
646,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,0.9247497586504783%,79216640,-77824
647,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,0.9248506374435195%,79110144,-106496
648,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,0.9250160183177702%,79220736,110592
649,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,0.9251143539061313%,79159296,-61440
650,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,0.925283100608032%,79204352,45056
651,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,0.9254180413774682%,79261696,57344
652,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,0.9257042413128302%,78979072,-282624
653,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,0.9258112827108755%,79052800,73728
654,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.9260352149523587%,79020032,-32768
655,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.926255756587202%,79044608,24576
656,ModuleGPS,GPS speed,179,0,0,Passed,,0.9263920748973975%,79101952,57344
657,ModuleGPS,GPS satellite count,181,0,0,Passed,,0.9265903537384435%,79073280,-28672
658,ModuleGPS,GPS accuracy,183,0,0,Passed,,0.9266982166876825%,79106048,32768
659,ModuleSystem,System uptime,1,8249,8249,Passed,,0.9269659247715389%,78999552,-106496
660,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-77,-77,Passed,,0.9272255100150839%,79052800,53248
661,ModuleSystem,System temperature (in 0.1 °C),5,390,390,Passed,,0.9273862694279988%,79093760,40960
662,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.9275177382179312%,79224832,131072
663,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.9277055086962083%,79142912,-81920
664,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.9278423248880507%,79159296,16384
665,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.9280635920765334%,79290368,131072
666,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.9282595210003297%,79142912,-147456
667,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.9283681701994118%,79241216,98304
668,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,0.9290761143060045%,79335424,94208
669,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.9293892793227232%,79077376,-258048
670,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.9297074974027875%,79036416,-40960
671,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.9300217251323795%,79015936,-20480
672,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.9302379311508457%,78999552,-16384
673,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.9304898827084185%,78999552,0
674,ModuleMobile,Mobile data received today (SIM1),185,48604928,48604928,Passed,,0.9306567124253706%,78970880,-28672
675,ModuleMobile,Mobile data sent today (SIM1),187,5614659,5614659,Passed,,0.9307894612054057%,78983168,12288
676,ModuleMobile,Mobile data received this week (SIM1),189,1427746582,1427746582,Passed,,0.9310471864319436%,79056896,73728
677,ModuleMobile,Mobile data sent this week (SIM1),191,118990614,118990614,Passed,,0.9312072045455144%,78921728,-135168
678,ModuleMobile,Mobile data received this month (SIM1),193,87350221,1397558221,Failed,,0.9313694797011829%,78901248,-20480
679,ModuleMobile,Mobile data sent this month (SIM1),195,56256187,112486075,Failed,,0.931496823330491%,78938112,36864
680,ModuleMobile,Mobile data received last 24h (SIM1),197,48604928,48604928,Passed,,0.9316301064967614%,78929920,-8192
681,ModuleMobile,Mobile data sent last 24h (SIM1),199,5614659,5614659,Passed,,0.9317923614787782%,78938112,8192
682,ModuleMobile,Active SIM card,205,1,1,Passed,,0.9318977896984326%,78991360,53248
683,ModuleMobile,Mobile data received last week (SIM1),292,715020755,1430018515,Failed,,0.9319947166907427%,78958592,-32768
684,ModuleMobile,Mobile data sent last week (SIM1),294,121157764,121157764,Passed,,0.9323097589068907%,78962688,4096
685,ModuleMobile,Mobile data received last month (SIM1),296,1441265411,1441265411,Passed,,0.9324537799905053%,79060992,98304
686,ModuleMobile,Mobile data sent last month (SIM1),298,128384158,128384158,Passed,,0.9326483761542992%,79106048,45056
687,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,0.9327143196202758%,79081472,-24576
688,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,0.9329043656788216%,78974976,-106496
689,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,0.9331906709497795%,79036416,61440
690,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,0.9334113683105105%,78954496,-81920
691,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,0.9336295017806528%,79073280,118784
692,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,0.9338260340318372%,79069184,-4096
693,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,0.9339561125402351%,78872576,-196608
694,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,0.9341759198039812%,78925824,53248
695,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,0.9343406261185128%,78999552,73728
696,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,0.9344482501617124%,79073280,73728
697,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,0.9346072665479488%,78995456,-77824
698,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,0.9347642870033535%,78807040,-188416
699,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,0.9350147151799271%,78790656,-16384
700,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,0.9351447452527251%,78884864,94208
701,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.9354559117186301%,78995456,110592
702,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.935589620140953%,78831616,-163840
703,ModuleGPS,GPS speed,179,0,0,Passed,,0.9358706677590756%,78880768,49152
704,ModuleGPS,GPS satellite count,181,0,0,Passed,,0.9359771119861304%,78921728,40960
705,ModuleGPS,GPS accuracy,183,0,0,Passed,,0.9362572856041917%,79032320,110592
706,ModuleSystem,System uptime,1,8260,8260,Passed,,0.9364012547716016%,78983168,-49152
707,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-77,-77,Passed,,0.9366714148172695%,78938112,-45056
708,ModuleSystem,System temperature (in 0.1 °C),5,390,390,Passed,,0.9367922617223523%,79118336,180224
709,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.9369179378329928%,79106048,-12288
710,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.9371426836027319%,79192064,86016
711,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.9372706210621251%,79024128,-167936
712,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.937555801470058%,78999552,-24576
713,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.9377501527488064%,78925824,-73728
714,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.9378814840907856%,78888960,-36864
715,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,0.9386063224978591%,79130624,241664
716,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.938889874005%,78970880,-159744
717,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.9391455997512788%,78954496,-16384
718,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.9394889568682174%,79060992,106496
719,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.9397821160276987%,78954496,-106496
720,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.9401775563761983%,78974976,20480
721,ModuleMobile,Mobile data received today (SIM1),185,48619100,48619100,Passed,,0.9403164946982789%,79077376,102400
722,ModuleMobile,Mobile data sent today (SIM1),187,5621332,5621332,Passed,,0.9405192815104213%,79089664,12288
723,ModuleMobile,Mobile data received this week (SIM1),189,1427760754,1427760754,Passed,,0.9406210035294182%,79052800,-36864
724,ModuleMobile,Mobile data sent this week (SIM1),191,118997287,118997287,Passed,,0.940852707907347%,79122432,69632
725,ModuleMobile,Mobile data received this month (SIM1),193,698794793,1397572393,Failed,,0.9409882015256721%,79044608,-77824
726,ModuleMobile,Mobile data sent this month (SIM1),195,112492748,112492748,Passed,,0.9410959074590997%,79126528,81920
727,ModuleMobile,Mobile data received last 24h (SIM1),197,48619100,48619100,Passed,,0.9413820170355747%,79163392,36864
728,ModuleMobile,Mobile data sent last 24h (SIM1),199,5621332,5621332,Passed,,0.941511493366709%,79093760,-69632
729,ModuleMobile,Active SIM card,205,1,1,Passed,,0.9416750312095878%,78987264,-106496
730,ModuleMobile,Mobile data received last week (SIM1),292,1430032687,1430032687,Passed,,0.9418671989102623%,78974976,-12288
731,ModuleMobile,Mobile data sent last week (SIM1),294,121164437,121164437,Passed,,0.9420321525607678%,79093760,118784
732,ModuleMobile,Mobile data received last month (SIM1),296,360328799,1441279583,Failed,,0.9422592308535149%,79011840,-81920
733,ModuleMobile,Mobile data sent last month (SIM1),298,16053935,128390831,Failed,,0.9423279740813473%,79015936,4096
734,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,0.9424571260004511%,79073280,57344
735,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,0.9425230008752394%,79028224,-45056
736,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,0.9426856359023517%,79130624,102400
737,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,0.9428256425025316%,79171584,40960
738,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,0.9430148922004222%,79118336,-53248
739,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,0.9432167265141844%,79151104,32768
740,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,0.9434451801907495%,79101952,-49152
741,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,0.943636982121665%,79040512,-61440
742,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,0.9438347900707966%,79179776,139264
743,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,0.9440924204972445%,79126528,-53248
744,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,0.9443151143822548%,79060992,-65536
745,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,0.9444765402550237%,79118336,57344
746,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,0.9446617086137032%,78974976,-143360
747,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,0.9447922042734258%,78868480,-106496
748,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.9449573350777118%,78954496,86016
749,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.9451259009885749%,78815232,-139264
750,ModuleGPS,GPS speed,179,0,0,Passed,,0.9452655563325862%,78749696,-65536
751,ModuleGPS,GPS satellite count,181,0,0,Passed,,0.9453971769453062%,78995456,245760
752,ModuleGPS,GPS accuracy,183,0,0,Passed,,0.9455313737054549%,78925824,-69632
753,ModuleSystem,System uptime,1,8271,8271,Passed,,0.9456712977006565%,78819328,-106496
754,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-77,-77,Passed,,0.9458875745747553%,78848000,28672
755,ModuleSystem,System temperature (in 0.1 °C),5,390,390,Passed,,0.9460460437991758%,78872576,24576
756,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.9461804870976254%,78868480,-4096
757,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.9463464052485882%,79036416,167936
758,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.9464553874767856%,78991360,-45056
759,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.9466790860415797%,78958592,-32768
760,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.9468169546870242%,78966784,8192
761,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.9470449467986697%,78872576,-94208
762,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,0.9477465619545766%,79286272,413696
763,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.9479983769394407%,79151104,-135168
764,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.9483500534627654%,79040512,-110592
765,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.9486610188713329%,79138816,98304
766,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.9490065873755893%,79159296,20480
767,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.9492579942422363%,79081472,-77824
768,ModuleMobile,Mobile data received today (SIM1),185,3041971,48630451,Failed,,0.9493634425946196%,79118336,36864
769,ModuleMobile,Mobile data sent today (SIM1),187,5624041,5624041,Passed,,0.9495598443424069%,79200256,81920
770,ModuleMobile,Mobile data received this week (SIM1),189,178475721,1427772105,Failed,,0.9496632686813666%,79171584,-28672
771,ModuleMobile,Mobile data sent this week (SIM1),191,118999996,118999996,Passed,,0.9499139583871496%,79220736,49152
